reviews,sentiment,aspect,aspect_codes_list,type_product
"10 điểm không có nhưng ạ ao_ước có cuốn này lâu lắm rồi bữa định mua nhưng lên coi trúng clip mấy anh_chị đánh_giá sách nói nay tiki giảm mạnh , do đó đợi tới hnay mới mua sáng dậy là tranh_thủ đặt liền , lần đầu trải nghiệm giao hàng hoả_tốc vì nay được freeship giao hàng nhanh kinh_khủng huhu cỡ 2 tiếng là có sách rồi coi cmt nhiều ng kêu sách tiki giao tới luôn gãy_góc này kia , nhưng may_mắn mình thì ổn có dịch_vụ gói quà free nữa , quá xịnn",5,"[1, 2, 4]","[1, 2, 4]",0
"lại thêm một cuốn được liệt vào sách khóc của t . không có gì cho đến trang 759 , t khóc từ đây tới cuối luôn . tất_cả như chốt hạ lại trong cái tên của cháu trai cái tên xuyên suốt mạch truyện , tổng_hoà dâng trào cảm_xúc . hai số_phận , hai con_người , và 1 william abel kane ... một tác_phẩm đáng để trải nghiệm nhà mọi người",5,[2],[2],0
"nghe sách nói được chương 1 là dính liền phải lên tiki đặt ngay . sách đẹp , giấy đẹp , mỗi tội không có markbook , thấy mấy chỗ khác có bán phiên_bản bìa cứng có markbook mà tiếc quá , sách dày mà không có kẹp sách đọc hơi bất_tiện . nội_dung đọc cuốn lắm , không muốn dừng lại luôn . chưa đọc hết nhưng thật_sự thấy hấp_dẫn . nên mua .",5,[2],[2],0
"sách đẹp , in nét và chỉn_chu , không có lỗi lặt_vặt",5,[2],[2],0
"đóng_gói ổn , giá_thành theo mình thấy là rẻ nhất ở tiki rồi , truyện này mình nghĩ cho trẻ 16 , cách dẫn chuyện chia ra làm 2 số_phận song_song với nhau nhưng khá cuốn không làm mất mạch truyện của cả ...",5,"[2, 3, 4]","[2, 3, 4]",0
chất_liệu giấy tốt . nhưng bọc không kĩ nên sách bị móp,5,[2],[2],0
"xuất_sắc , tuy dày nhưng lôi_cuốn và dễ đọc , cách kể đan_xen về cuộc_đời hai người đàn_ông khiến người đọc bị cuốn_hút và không dễ nhàm_chán . cái kết hơi day_dứt , rất đáng đọc !",5,[2],[2],0
"giao hàng chưa tới 2 tiếng là nhận được òi đóng hàng cũng siu kĩii , tiki khong bao_giờ làm t thất_vọng",5,"[2, 4]","[2, 4]",0
"giao hàng nhanh 1 ngày là có , sách okêla nguyên_vẹn không bị móp góc , đọc hay và rất cuốn_nhe",5,"[2, 4]","[2, 4]",0
giá tốt . cửa_hàng đóng_gói cẩn_thận và giao nhanh . sẽ tiếp_tục ủng_hộ ah shop .,5,"[2, 3, 4]","[2, 3, 4]",0
"sách rất hay , đọc sách mà tôi cứ tưởng là mình là một trong hai nhân_vật chính này vậy , y_như tôi đã sống một cuộc_đời khác vậy . thật_sự sách rất hay , đáng đến từng xu bỏ ra .",5,[2],[2],0
"sách kinh_điển nên nội_dung hay xuất_sắc . gói hàng chỉn_chu , cực_kỳ cẩn_thận . giao hàng nhanh , giá tốt . mọi người nên mua nha !",5,"[2, 3, 4]","[2, 3, 4]",0
"nội_dung siêu hay và hấp_dẫn . mình đọc liên tù tì trong 4 ngày , bất_cứ khi nào có time , thức khuya thật khuya vì không dứt ra được có một_hai lỗi chính_tả trong cuốn sách nhưng mình không chụp hình lại",5,[2],[2],0
"sách không bị móp , giao hàng rất nhanh",5,[4],[4],0
"sách đẹp , gói cẩn_thận , chưa đọc nhưng mọi người đánh_giá khá hay",5,[2],[2],0
"sách đóng_gói đẹp , nội_dung hấp_dẫn . cám_ơn ! !",5,"[2, 4]","[2, 4]",0
đẹp lắm phải mua đi,5,[2],[2],0
sách rất tốt nhoe . giao nhanh okila,5,"[2, 4]","[2, 4]",0
"giao hàng nhanh quá , chưa đầy 24h đã nhận được hàng cảm_ơn cửa_hàng và tiki đúng là tốt và nhanh",5,"[2, 4]","[2, 4]",0
"tốt , rẻ , nhanh",5,"[2, 3]","[2, 3]",0
"giao rất nhanh . bọc rất kĩ , sách siêu đẹp . không bị cong gãy gì . sờ giấy đã quá trời . cầm sách đẹp thấy có hứng đọc nhiều . rất hài_lòng nha_hihi",5,"[2, 4]","[2, 4]",0
"bởi_vì hai số_phận đã được xếp vào danh_sách kinh_điển nên không có gì để bàn_cãi về chất_lượng nội_dung , cuốn_hút từ những trang đầu_tiên",5,[2],[2],0
"sách đẹp , nội_dung thì mới đọc gần 100 trang thôi mà vẫn thấy cuốn nhé",5,[2],[2],0
"sách đẹp , cửa_hàng đóng_gói kĩ , trộm_vía không hỏng_hóc gì",5,"[2, 4]","[2, 4]",0
hàng đúng giá tốt sale rẻ đóng_gói tốt chắn chắn sách mới không móp méo,5,"[2, 3, 4]","[2, 3, 4]",0
không đánh_giá về nội_dung chỉ đánh_giá về ngoại_hình . giao hàng cũng được cửa_hàng hỗ_trợ nhanh sách không bị móp hay biến_dạng,5,"[1, 2, 3, 4]","[1, 2, 3, 4]",0
"sách rất hay , đọc không dứt ra được . đây là cuốn sách dành cho những bạn muốn tìm_hiểu cuộc_đời của sự_cố_gắng . highlyy",5,[2],[2],0
sách đẹp mới ok . ship cũng rất nhanh . rất đáng mua,5,"[2, 4]","[2, 4]",0
"sách rất đẹp , mới_cứng , còn trong bọc nữa thì ưng quá trời ưng",5,[2],[2],0
"sách mới còn seal , bìa cứng đẹp ! !",5,[2],[2],0
"sách bìa cứng đẹp , giấy cực chất_lượng . và nội_dung không cần bàn_cãi gì thêm .",5,[2],[2],0
sang xịn mịn,5,[2],[2],0
"sách hay lắm nha , tiki giao không bị lỗi , cảm_ơn tiki và nhà_sách",5,"[2, 4]","[2, 4]",0
"sách dày , giấy dày đẹp xứng_đáng , gói hàng quá đẹp",5,"[2, 4]","[2, 4]",0
sách đẹp lúm,5,[2],[2],0
đặt lúc 8h hơn mà gần 11h người giao hàng đã giao đánh_giá,5,[4],[4],0
sách đẹp nguyên seal,5,[2],[2],0
hơi móp ở góc nhẹ nhưng mà không ảnh_hưởng nhiều,5,[2],[2],0
quá tuyệt_vời quá đẹp luôn á,5,[2],[2],0
"sách hay , tư_duy kiếm tiền nhạy_bén từ các nhân_vật sẽ giúp mọi ng có những góc nhìn hay_ho",5,"[2, 3]","[2, 3]",0
cuốn này nội_dung hay lắm,5,[2],[2],0
"giao hàng nhanh_chóng , đóng_gói kỹ đẹp , sách giấy đựp",5,"[2, 4]","[2, 4]",0
"nội_dung hay sách xịn , mịn hài_lòng",5,[2],[2],0
sách hay đóng_gói chuẩn,5,"[2, 4]","[2, 4]",0
"sách đóng_gói cẩn_thận , giao hàng nhanh , cảm_ơn cửa_hàng nhé .",5,[4],[4],0
"nội_dung hấp_dẫn . sách bìa cứng , giấy đẹp , in rõ",5,[2],[2],0
hay tuyệt !,5,[2],[2],0
"chất_lượng sách tốt , không vấn_đề gì",5,[2],[2],0
nội_dung sâu_sắc,5,[2],[2],0
"giao hang nhanh , đẹp , đóng_gói tốt",5,"[2, 4]","[2, 4]",0
sách lệch 1 tí nhưng tốt,5,[2],[2],0
rất hay,5,[2],[2],0
"giao nhanh quá , sách bìa cứng nên đẹp , nhìn sang .",5,"[2, 4]","[2, 4]",0
"giao rat nhanh , moi dat toi qua sang nay da giao",5,[4],[4],0
"rất hay , sách xịn",5,[2],[2],0
đóng_gói tốt và giao hàng nhanh !,5,"[2, 4]","[2, 4]",0
"giao hàng nhanh , hai số_phận và dòng_chảy có seel nhưng . hai số_phận bóc ra thì không có bock mark_còn ngôn_ngữ cơ_thể thì không seel không bock mark gì hết một trải nghiệm tệ mua sách quyển dòng_chảy có cái kiểm_tra suy xuất nguồn_gốc mik nhập đúng gửi hỏi thì không được trloii cứ trloi chung trung và thắc_mắc gì không trả_lời được luôn thì đợi lúc thì lại nhắn xin kết_thúc tin nhắn tại đây muốn nhắn gì thì phải nhắn lại từ đầu , mua giá sách mới nhưng cảm_tưởng giống mua đồ cũ ạ , không về ưng_ý tí nào nhưng mong là sách chính hãng",1,"[2, 3, 4]","[2, 3, 4]",0
sách đẹp quá trời luôn nhưng mà cửa_hàng bọc nghe_vẻ hơi ẩu cuộn để đấy chứ không dán băng_keo cố_định nhưng mà trộm_vía sách không bị rách hay móp méo mong cửa_hàng cẩn_thận hơn ở khâu đóng_gói,4,"[2, 4]","[2, 4]",0
"giao cực nhanh . sách đọc hay , cuốn_hút",4,"[2, 4]","[2, 4]",0
trời_ơi tại_sao lại bị tróc mất gáy .,4,[2],[2],0
not good experience because of người giao hàng s bad attitude,3,[4],[4],0
bìa bị móp đó vận_chuyển,4,[4],[4],0
"sách kể về bác hồ , tuqf thời của ông_bà , đến cha của bác và đến lúc bác rời bến nhà rồng để đi tìm đường cứu nước . nhiều đoạn xúc_động mà rơi nước_mắt . đọc được những trang này mới thấy một phần tính_cách và con_người bác . rất cần cho các thế_hệ đọc .",5,[2],[2],0
"tiki đóng_gói hàng kỹ và đẹp , đây là điều trước đến giờ tiki vẫn hơn các nhà bán khác . mình mua giá trên này cũng rẻ hơn trên các sàn khác . mua sách mình vẫn luôn lựa_chọn tiki sau khi đọc xong cuốn búp sen xanh này , mình tiếc vì đã không mua sớm hơn , và quay lại đánh_giá cho mọi người đây ạ . đây là một quyển sách rất rất đáng để đọc nếu bạn là người việt_nam . đọc để hiểu hơn và càng ngưỡng_mộ hơn á người cha già của dân_tộc . sách viết về thời ấu_thơ cho đến niên_thiếu , trưởng thánh và đến khi bác ra đi tìm đường cứu nước . các bạn nào đang phân_vân thì bấm mua ngay nhé",5,"[2, 3, 4]","[2, 3, 4]",0
"sách rất hay , rất đáng đọc ạ . khi đọc cuốn sách này , e được biết đến những khía_cạnh mà trước đây em chưa được biết , em được hiểu về gốc_gác của họ nhà bác ... tuy chưa đọc hết , nhưng em cảm_thấy rất may_mắn khi đọc cuốn sách này , hy_vọng cuốn sách sẽ được nhiều bạn biết đến hơn !",5,[2],[2],0
"giao hoả_tốc nhanh_chóng , nội_dung thì mình chưa đọc nhưng bìa sách có 1 vài vết nhỏ như hình nên hơi khó_chịu 1 xíu",5,"[2, 4]","[2, 4]",0
"đã đọc hết , thật_sự là quá hay , lần đầu_đọc 1 cuốn sách có liên_quan đến nhân_vật lịch_sử mà cuốn như_vậy , mình thích lối gần_gũi , dễ hiểu như_vậy",5,[2],[2],0
cửa_hàng đóng_gói cẩn_thận và giao nhanh . sẽ tiếp_tục ủng_hộ cửa_hàng ah,5,[4],[4],0
sách mơi thơm mùi giấy e mua ở tiki gất là yên_tâm về chất_lượng,5,[2],[2],0
"búp sen xanh là tác_phẩm văn_học tuyệt_vời kể về cuộc_đời bác , truyền lửa cho bao thế_hệ trẻ học_tập và rèn_luyện , noi theo tấm gương bác",5,"[2, 3]","[2, 3]",0
"sách bìa mềm chứ không phải bìa cứng , cũng không có bọc nilon ở ngoài sách , may mà không bị gấp hay hỏng gì . sách vẫn thơm sạch đẹp",5,[2],[2],0
sách quá hay nhưng nhà xuất_bản in lỗi tên côn thành côông rất nhiều trang !,5,[2],[2],0
"đọc rất xúc_động , in_ấn rõ nét có điều dạo này phí giao hàng của tiki đắt quá thành_ra có muốn cũng khó mà đặt thêm sách",5,"[2, 3, 4]","[2, 3, 4]",0
"sách rất hay , in đẹp , chất_lượng",5,[2],[2],0
"2 con_trai mình đã đọc . h mới tới lượt mình mà 2 bạn vẫn muốn đọc lại . ngưỡng_mộ , kính_trọng gia_đình bác bằng cả tấm lòng",5,[2],[2],0
"cuốn sách hay , đáng đọc về chủ_tịch hồ chí minh . tiki cũng đã rất cẩn_thận trong đóng_gói và giao hàng sách . thanks .",5,"[2, 4]","[2, 4]",0
cuốn sách hay lắm . kể về thời thơ_ấu và niên_thiếu của chủ_tịch hồ chí minh . viết về vùng_đất nghệ_tĩnh thời_kỳ kháng_chiến chống thực_dân pháp .,5,[2],[2],0
"sẽ ủng_hộ cửa_hàng và tiki dài_dài ah sách in sắc nét , rất đẹp nhiều nội_dung bổ_ích ah 10",5,[2],[2],0
"sách hay nhà mọi người ơi , nên đọc nhé , nhiều đoạn xúc_động lắm luôn",5,[2],[2],0
"sách rất đẹp , rất hay , nên mua nha",5,[2],[2],0
"sách về bác hồ viết rất hay , chân_thực sâu_sắc . đáng mua cho các em thiếu_nhi đọc",5,[2],[2],0
"giao hàng nhanh , đóng_gói tốt",5,"[2, 4]","[2, 4]",0
rất hay ạ,5,[2],[2],0
"gói hàng cẩn_thận , sách in_ấn rõ nét , giao hàng nhanh",5,[4],[4],0
sách rất hay và ý_nghĩa,5,[2],[2],0
sách bìa mềm nhưng lại ghi bìa cứng . sách chỉ có 362 trang nhưng lại ghi 44 trang . không đúng sự_thật nhá ! hơi buồn ...,4,[2],[2],0
quăn mép sách đóng_gói không kĩ,4,[4],[4],0
"đánh_giá không tính điểm đánh_giá này không nhằm vào nội_dung cuốn sách . sách đẹp , có tranh minh_hoạ của văn cao , là cuốn sách mà khi xưa mình rất thích , nên khi kim_đồng tái_bản bìa cứng mình đã chọn mua . đóng_gói không tốt , không chèn lót sách khi cho vào hộp , sách đến tay người mua tuy còn nguyên seal bọc nhưng bị cấn dập góc bìa .",3,"[2, 3, 4]","[2, 3, 4]",0
"ngay từ những trang sách đầu_tiên , ove hiện lên là một lão già cộc tính , khó ưa và luôn tuân theo những nguyên_tắc một_cách cứng_nhắc . sau khi vợ qua_đời , ông đã lên kế_hoạch để tự_tử bằng nhiều cách khác nhau . tuy_nhiên , những nỗ_lực tìm đến cái chết của ông luôn thất_bại bằng nhiều tình_huống dở khóc dở cười . qua những câu_chuyện xen_lẫn hiện_tại và quá_khứ cùng giọng văn dí_dỏm nhưng cũng không kém phần sâu_lắng , tác_giả hé lộ cho người đọc về câu_chuyện tình_yêu đầy cảm_động và cả những mất_mát , tổn_thương mà ove phải trải qua . sonja , vợ ông , là một tia sáng lấp_lánh trong cuộc_đời đầy u_uất ove . bà chấp_nhận con_người thật của ông và cho ông biết cảm_giác được sống và được yêu_thương . ánh mắt cay_nghiệt của ông đối_với cuộc_đời chỉ là kết_quả của sự bất_lực trước một thế_giới hỗn_loạn ở thời_đại ngày_nay . dù vậy , ông cũng dần khám_phá ra tình_cảm chân_thành và sự tử_tế giữa người và người , đồng_thời học cách mở lòng và đón_nhận thế_giới dưới một góc nhìn tích_cực hơn .",5,"[2, 3]","[2, 3]",0
"tiki chưa bao_giờ làm mình thất_vọng về khâu đóng và giao hàng đâu ý . 100 điểm không nói nhìu về sách thì nhìn rất ưng mắt , giấy đẹp , mịn . nd thì mình chưa thử xem nhưng thấy đánh_giá là hay lắm",5,"[2, 4]","[2, 4]",0
"mình xem phim người đàn_ông mang tên otto trước khi mua sách . mình thích đọc sách hơn , thấy nhiều nét tâm_lý nhân_vật hơn . và thấy tình_yêu của ove dành cho sonja thật nhiều , thật lớn . tôi không tin vào soulmate , không tin vào love at first sight nhưng tôi luôn ngưỡng_mộ những người tìm được soulmate của mình và cũng ước mình gặp được soulmate chứ bộ .",5,[2],[2],0
"truyện rất rất hay , một ông lão khó_tính , luôn to_tiếng , càu_nhàu nhưng lại mang một trái_tim ấm_áp , một tình_yêu chung_thuỷ . câu_chuyện không chỉ về ông lão , mà còn về người vợ ông , một con_người tốt_bụng , tích_cực , nghị_lực và những người hàng_xóm khác . mọi thứ đưa mình từ thú_vị , đáng yêu đến cảm_động . mình sẽ đọc thêm những tác_phẩm khác của tác_giả .",5,[2],[2],0
"sách rất hay nha , khúc đầu cuốn sách thì cảm_thấy hơi chán một_tí nhưng sau khi hiểu rõ về ông ove thì mình đã vừa khóc vừa cười vì ông . nội_dung , nhân_vật vô_cùng dễ_thương , dí_dỏm . câu_chuyện trong cuốn sách nói rất nhiều về cái chết nhưng lại không hề nặng_nề , mà vô_cùng sâu_sắc . ông ove tuy cáu_kỉnh nhưng lại tốt_bụng và dễ_thương vô_cùng .",5,[2],[2],0
"chất_lượng đóng_gói rất ổn , mua ở tiki trading khá an_tâm dù đôi lúc có sản_phẩm bị lỗi xíu , nhưng dạo gần đây đã có sự cải_thiện đáng_kể , nên khi nhận hàng về rất ưng_ý , nên 5 sao ủng_hộ shop . ngoài ...",5,"[2, 4]","[2, 4]",0
"đọc xong mới hiểu vì_sao quyển này nổi rồi , hay đến_nỗi mình phải múc thêm hai quyển của chú fredrik backman để thẩm 5 sao",5,[2],[2],0
"một cuốn sách chữa lành , theo ý mình . tác_giả đan_xen những mẩu chuyện hiện_tại lẫn quá_khứ một_cách rất tinh_tế . khi ta có_thể thông_cảm hơn đối_với những người già khó_tính , có_thể lạc_quan hơn vào ...",5,[2],[2],0
đánh_giá người đàn_ông mang tên ove fredrik backman mọi người thường bảo ove rằng ông chỉ nhìn đời theo hai màu đen trắng . còn bà là màu_sắc . tất_cả màu_sắc của ông . tình_cờ mình thấy quyển sách này ...,5,[2],[2],0
